TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
1,0.1,30,16,91,21.44980270888297,-20.89434220210393,8130.0,40.0,5.0,7.0,10.0,0.0,2.28,5.62,11.06,3
2,0.1,82,16,78,-34.47085384962295,-9.107721229078578,13327.0,40.0,5.0,7.0,10.0,0.0,1.95,13.42,19.28,3
3,0.5476623376623376,71,14,56,20.136620319648586,-170.85001044584124,8868.0,40.0,5.0,7.0,10.0,0.0,1.4,11.63,13.94,3
4,0.43766233766233764,64,11,44,44.852661636890616,-70.58262784948569,7247.0,40.0,5.0,7.0,10.0,0.0,1.1,10.37,11.73,3
5,0.8845454545454545,61,12,36,-38.12005030311359,142.51114087561632,12946.0,40.0,5.0,7.0,10.0,0.0,0.9,9.99,17.21,3
6,0.6576623376623376,24,10,27,57.97288016473291,-10.183877474549234,4169.0,40.0,5.0,7.0,10.0,0.0,0.68,4.3,6.09,3
7,1.1045454545454545,12,13,68,-19.00100427175417,-39.81331591024497,13072.0,40.0,5.0,7.0,10.0,0.0,1.7,2.71,14.67,3
8,0.7745454545454545,97,12,45,85.44092221126209,143.93461428963855,2381.0,40.0,5.0,7.0,10.0,0.0,1.13,15.39,8.88,3
9,1.4093506493506494,67,10,19,8.351340045048673,-55.11425008706345,10778.0,40.0,5.0,7.0,10.0,0.0,0.48,10.75,15.22,3
10,0.9945454545454545,75,14,71,34.572971810591866,-1.8282636161358141,6007.0,40.0,5.0,7.0,10.0,0.0,1.78,12.23,11.43,3
11,1.5193506493506495,25,11,64,-21.144233388674778,90.63133263583927,9895.0,40.0,5.0,7.0,10.0,0.0,1.6,4.52,12.18,3
12,1.2993506493506493,26,13,99,39.93255073401798,-95.51864596455782,8080.0,40.0,5.0,7.0,10.0,0.0,2.47,4.81,10.75,3
13,1.8371428571428574,24,18,88,-36.34551545652712,-31.914883693631282,14476.0,40.0,5.0,7.0,10.0,0.0,2.2,4.86,17.08,3
14,1.7271428571428573,71,17,83,48.90848446058814,-171.907972877744,5895.0,40.0,5.0,7.0,10.0,0.0,2.08,11.84,11.26,3
15,2.2180952380952386,22,12,86,-81.44070132280582,-53.70631170471803,17971.0,40.0,5.0,7.0,10.0,0.0,2.15,4.14,20.27,3
16,2.0838961038961044,18,19,35,-88.20248748107262,-131.51558176847664,17657.0,40.0,5.0,7.0,10.0,0.0,0.88,4.03,19.53,3
17,2.5878354978354983,69,20,46,-34.29087088885779,122.79740485301693,11937.0,40.0,5.0,7.0,10.0,0.0,1.15,11.75,16.98,3
18,2.3280952380952384,61,16,91,-46.081652144491855,-121.98557933519245,17428.0,40.0,5.0,7.0,10.0,0.0,2.28,10.27,22.22,3
19,2.8320346320346323,93,10,84,-56.17289885972214,-135.61818395225635,17958.0,40.0,5.0,7.0,10.0,0.0,2.1,14.65,24.45,3
20,2.7220346320346325,16,15,69,24.414063754376627,6.279691020077138,6671.0,40.0,5.0,7.0,10.0,0.0,1.73,3.45,8.57,3
