TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,CpuTime,TotalLength,CostPerSec,StartExecTime,VmID
1088,16,11,58,2.32,58,46,623.8015676,11
1089,68,15,11,0.44,11,46,626.1215676,11
1090,52,14,66,2.64,66,46,626.5615676,11
1091,75,12,73,5.615384615,73,42,1396.979336,5
1092,56,20,64,3.743417367,64,44,237.0658732,7
1093,75,16,24,0.96,24,46,629.2015676,11
1094,16,16,86,3.75374613,86,44,75.64808947,10
1095,73,16,31,2.818181818,31,42,101.9863292,4
1096,95,20,14,1.992673993,14,42,14.94626374,2
1097,79,15,13,0.52,13,46,630.1615676,11
1098,87,16,36,2.769230769,36,42,1402.594721,5
1099,15,11,32,1.28,32,46,630.6815676,11
1100,47,20,72,2.88,72,46,631.9615676,11
1101,73,13,19,2.111111111,19,42,53.10010545,3
1102,73,17,81,6.230769231,81,42,1405.363952,5
1103,63,16,33,2.19047619,33,44,362.0098744,6
1104,47,11,34,2.211764706,34,44,364.2003506,6
1105,53,18,65,2.6,65,46,634.8415676,11
1106,87,18,61,4.038095238,61,44,366.4121153,6
1107,15,11,69,5.307692308,69,42,1411.594721,5
1108,50,17,100,4,100,46,637.4415676,11
1109,62,15,94,4.947250479,94,44,192.838207,8
1110,33,10,50,3.846153846,50,42,1416.902413,5
1111,46,18,88,3.52,88,46,641.4415676,11
1112,62,12,82,6.307692308,82,42,1420.748567,5
1113,38,18,18,1.168627451,18,44,370.4502105,6
1114,15,17,20,1.333333333,20,44,371.618838,6
1115,44,12,85,4.018133569,85,44,225.8222642,9
1116,92,18,97,7.461538462,97,42,1427.056259,5
1117,65,17,100,4,100,46,644.9615676,11
1118,19,10,49,2.10230179,49,44,79.4018356,10
1119,41,12,14,0.923809524,14,44,372.9521713,6
1120,23,17,14,1.076923077,14,42,1434.517798,5
1121,55,16,60,3.477919799,60,44,240.8092906,7
1122,24,17,75,3,75,46,648.9615676,11
1123,36,20,13,1.363636364,13,42,55.21121656,3
1124,96,14,76,5.846153846,76,42,1435.594721,5
1125,49,12,28,1.611764706,28,44,244.2872104,7
1126,84,11,47,3.615384615,47,42,1441.440875,5
1127,58,13,30,1.2,30,46,651.9615676,11
1128,19,12,45,2.108123249,45,44,229.8403977,9
1129,88,12,48,3.692307692,48,42,1445.056259,5
1130,11,20,56,2.24,56,46,653.1615676,11
1131,76,13,79,4.594800236,79,44,245.8989751,7
1132,31,20,41,1.64,41,46,655.4015676,11
1133,23,16,22,1.692307692,22,42,1448.748567,5
1134,15,20,87,3.757139588,87,44,81.50413739,10
1135,13,17,17,0.68,17,46,657.0415676,11
1136,13,18,45,3.461538462,45,42,1450.440875,5
1137,93,13,100,7.692307692,100,42,1453.902413,5
1138,41,11,49,1.96,49,46,657.7215676,11
1139,75,16,92,3.68,92,46,659.6815676,11
1140,75,10,100,5.231873802,100,44,197.7854574,8
1141,80,14,63,4.846153846,63,42,1461.594721,5
1142,48,15,16,0.64,16,46,663.3615676,11
1143,64,17,43,1.72,43,46,664.0015676,11
1144,83,20,37,2.466666667,37,44,373.8759808,6
1145,69,20,12,1.617604618,12,42,16.93893773,2
1146,58,10,50,3.846153846,50,42,1466.440875,5
1147,72,13,98,4.646763969,98,44,231.948521,9
1148,44,16,71,2.623205619,71,46,84.92946031,12
1149,82,20,78,6,78,42,1470.287029,5
1150,92,14,24,0.96,24,46,665.7215676,11
1151,29,15,65,2.6,65,46,666.6815676,11
1152,12,19,31,1.461064426,31,44,236.595285,9
1153,66,14,61,4.692307692,61,42,1476.287029,5
1154,43,20,31,2.052661064,31,44,376.3426475,6
1155,98,12,39,2.537254902,39,44,378.3953085,6
1156,45,12,66,2.422222222,66,46,87.55266593,12
1157,43,13,59,3.070411322,59,44,203.0173312,8
1158,18,12,43,3.307692308,43,42,1480.979336,5
1159,81,13,48,3.692307692,48,42,1484.287029,5
1160,36,16,97,3.589642401,97,46,89.97488815,12
1161,32,18,26,1.678431373,26,44,380.9325634,6
1162,83,15,45,3,45,44,382.6109948,6
1163,95,17,35,2.692307692,35,42,1487.979336,5
1164,36,17,41,1.64,41,46,669.2815676,11
1165,18,14,66,3.126099071,66,44,238.0563494,9
1166,60,16,82,6.307692308,82,42,1490.671644,5
1167,98,17,51,2.04,51,46,670.9215676,11
1168,13,12,99,4.30176836,99,44,85.26127698,10
1169,29,11,27,1.08,27,46,672.9615676,11
1170,21,11,87,6.692307692,87,42,1496.979336,5
1171,20,19,26,1.04,26,46,674.0415676,11
1172,65,15,84,3.36,84,46,675.0815676,11
1173,35,20,17,1.076190476,17,44,385.6109948,6
1174,50,12,11,1.222222222,11,42,56.57485292,3
1175,36,19,36,2.109803922,36,44,250.4937753,7
1176,99,17,65,5,65,42,1503.671644,5
1177,17,10,66,3.104761905,66,44,241.1824484,9
1178,79,18,35,3.153846154,35,42,104.804511,4
1179,88,13,14,0.56,14,46,678.4415676,11
1180,28,20,50,1.850740741,50,46,93.56453055,12
1181,16,11,76,3.27098943,76,44,89.56304534,10
1182,29,12,16,1.454545455,16,42,107.9583572,4
1183,17,17,14,0.56,14,46,679.0015676,11
1184,83,12,85,6.538461538,85,42,1508.671644,5
1185,74,19,46,1.84,46,46,679.5615676,11
1186,16,17,41,1.64,41,46,681.4015676,11
1187,83,15,55,3.225121628,55,44,252.6035792,7
1188,88,11,30,2.727272727,30,42,109.4129027,4
1189,94,12,23,2.474747475,23,42,57.79707515,3
1190,48,14,35,1.4,35,46,683.0415676,11
1191,96,12,83,5.485714286,83,44,386.6871853,6
1192,76,17,63,4.846153846,63,42,1515.210105,5
1193,31,10,11,0.44,11,46,684.4415676,11
1194,27,12,100,3.69037037,100,46,95.41527129,12
1195,83,10,71,5.461538462,71,42,1520.056259,5
1196,67,12,83,3.91001032,83,44,244.2872104,9
1197,48,14,37,1.48,37,46,684.8815676,11
1198,60,10,82,6.307692308,82,42,1525.517798,5
1199,59,16,69,4.024207578,69,44,255.8287008,7
1200,16,12,55,2.2,55,46,686.3615676,11
1201,92,20,52,3.457142857,52,44,392.1728996,6
1202,78,17,87,3.48,87,46,688.5615676,11
1203,99,16,72,5.538461538,72,42,1531.82549,5
1204,85,18,94,5.507729618,94,44,259.8529084,7
1205,12,15,43,1.72,43,46,692.0415676,11
1206,19,12,74,5.692307692,74,42,1537.363952,5
1207,23,14,32,1.157037037,32,46,99.10564166,12
1208,61,20,89,4.632758367,89,44,206.0877426,8
1209,21,17,12,0.444444444,12,46,100.2626787,12
1210,41,18,89,3.56,89,46,693.7615676,11
1211,55,16,95,7.307692308,95,42,1543.056259,5
1212,17,11,16,0.723809524,16,44,248.1972207,9
1213,61,18,43,2.822969188,43,44,395.6300424,6
1214,61,12,23,0.92,23,46,697.3215676,11
1215,27,14,81,2.97037037,81,46,100.7071231,12
1216,94,17,11,1.444444444,11,42,18.55654235,2
1217,70,13,25,1.923076923,25,42,1550.363952,5
1218,40,14,29,1.933333333,29,44,398.4530116,6
1219,72,17,51,3.923076923,51,42,1552.287029,5
1220,16,20,15,1,15,44,400.386345,6
1221,32,12,78,3.368533867,78,44,92.83403477,10
1222,28,18,85,6.538461538,85,42,1556.210105,5
1223,81,16,12,0.48,12,46,698.2415676,11
1224,45,12,38,1.52,38,46,698.7215676,11
1225,57,18,44,2.560961227,44,44,265.360638,7
1226,65,16,44,1.76,44,46,700.2415676,11
1227,70,18,99,7.615384615,99,42,1562.748567,5
1228,81,20,75,4.969187675,75,44,401.386345,6
1229,62,10,66,2.64,66,46,702.0015676,11
1230,41,13,32,1.28,32,46,704.6415676,11
1231,38,20,19,1.215686275,19,44,406.3555326,6
1232,33,19,96,4.131848739,96,44,96.20256863,10
1233,19,11,55,2.2,55,46,705.9215676,11
1234,71,11,87,6.692307692,87,42,1570.363952,5
1235,28,18,71,2.84,71,46,708.1215676,11
1236,38,15,18,1.573426573,18,42,112.1401754,4
1237,21,15,60,2.581780538,60,44,100.3344174,10
1238,36,17,12,1.307692308,12,42,60.27182262,3
1239,91,10,50,3.846153846,50,42,1577.056259,5
1240,40,15,48,1.92,48,46,710.9615676,11
1241,40,13,84,3.983300899,84,44,248.9210302,9
1242,41,16,92,7.076923077,92,42,1580.902413,5
1243,98,15,46,1.84,46,46,712.8815676,11
1244,67,19,21,0.84,21,46,714.7215676,11
1245,14,15,91,3.136819923,91,46,53.21649734,13
1246,55,12,13,0.866666667,13,44,407.5712189,6
1247,32,16,62,3.253299425,62,44,210.7205009,8
1248,32,16,88,6.769230769,88,42,1587.979336,5
1249,12,20,54,2.571428571,54,44,252.9043311,9
1250,91,20,100,7.692307692,100,42,1594.748567,5
1251,42,13,10,0.4,10,46,715.5615676,11
1252,61,19,47,1.88,47,46,715.9615676,11
1253,18,18,74,3.494795813,74,44,255.4757597,9
1254,32,10,51,2.04,51,46,717.8415676,11
1255,48,10,20,0.8,20,46,719.8815676,11
1256,85,12,23,2.090909091,23,42,113.713602,4
1257,40,11,90,4.268317853,90,44,258.9705555,9
1258,12,14,70,2.8,70,46,720.6815676,11
1259,18,12,53,4.076923077,53,42,1602.440875,5
1260,27,20,19,0.76,19,46,723.4815676,11
1261,13,10,86,3.73803678,86,44,102.9161979,10
1262,84,11,89,6.846153846,89,42,1606.517798,5
1263,28,15,80,2.931851852,80,46,103.6774935,12
1264,87,19,98,7.538461538,98,42,1613.363952,5
1265,61,14,94,4.912516586,94,44,213.9738004,8
1266,74,11,60,2.4,60,46,724.2415676,11
1267,33,16,60,2.4,60,46,726.6415676,11
1268,53,16,60,4.615384615,60,42,1620.902413,5
1269,96,20,34,2.259383754,34,44,408.4378856,6
1270,16,12,21,0.84,21,46,729.0415676,11
1271,27,18,91,4.329784756,91,44,263.2388733,9
1272,65,19,18,1.636363636,18,42,115.804511,4
1273,62,14,96,7.384615385,96,42,1625.517798,5
1274,61,10,13,0.52,13,46,729.8815676,11
1275,22,12,87,3.48,87,46,730.4015676,11
1276,94,15,40,2.666666667,40,44,410.6972693,6
1277,13,17,24,0.96,24,46,733.8815676,11
1278,58,12,80,6.153846154,80,42,1632.902413,5
1279,17,20,99,4.674745688,99,44,267.5686581,9
1280,77,10,69,2.76,69,46,734.8415676,11
1281,83,20,95,7.307692308,95,42,1639.056259,5
1282,74,11,77,3.08,77,46,737.6015676,11
1283,88,11,82,4.285596344,82,44,218.8863169,8
1284,23,17,88,3.00962963,88,46,56.35331727,13
1285,47,16,47,3.615384615,47,42,1646.363952,5
1286,12,19,18,1.168627451,18,44,413.363936,6
1287,84,20,98,5.755241044,98,44,267.9215993,7
1288,63,14,31,2.384615385,31,42,1649.979336,5
1289,27,18,86,3.183703704,86,46,106.6093454,12
1290,55,13,47,3.615384615,47,42,1652.363952,5
1291,29,12,39,1.67109077,39,44,106.6542347,10
1292,96,11,29,2.608391608,29,42,117.4408747,4
1293,81,10,59,4.538461538,59,42,1655.979336,5
1294,29,10,92,4.357246056,92,44,272.2434038,9
1295,28,13,18,0.72,18,46,740.6815676,11
1296,84,20,73,5.615384615,73,42,1660.517798,5
1297,28,12,23,0.92,23,46,741.4015676,11
1298,99,19,67,2.68,67,46,742.3215676,11
1299,10,15,20,0.8,20,46,745.0015676,11
1300,21,14,13,0.866666667,13,44,414.5325634,6
1301,25,12,86,3.712235833,86,44,108.3253255,10
1302,25,15,83,6.384615385,83,42,1666.133182,5
1303,86,17,88,3.52,88,46,745.8015676,11
1304,42,12,78,3.389503106,78,44,112.0375613,10
1305,47,20,97,7.461538462,97,42,1672.517798,5
1306,90,12,46,1.84,46,46,749.3215676,11
1307,85,13,21,0.84,21,46,751.1615676,11
1308,47,16,98,4.219287349,98,44,115.4270644,10
1309,30,19,50,2,50,46,752.0015676,11
1310,14,11,25,1,25,46,754.0015676,11
1311,30,14,26,2,26,42,1679.979336,5
1312,79,19,65,5,65,42,1681.979336,5
1313,83,14,97,3.88,97,46,755.0015676,11
1314,83,20,83,5.502156863,83,44,415.3992301,6
1315,57,12,52,4,52,42,1686.979336,5
1316,49,12,44,3.384615385,44,42,1690.979336,5
1317,52,14,17,0.68,17,46,758.8815676,11
1318,99,13,71,4.159103641,71,44,273.6768403,7
1319,91,20,43,1.72,43,46,759.5615676,11
1320,24,10,36,2.769230769,36,42,1694.363952,5
1321,44,19,26,1.04,26,46,761.2815676,11
1322,12,17,29,1.044444444,29,46,109.7930491,12
1323,100,17,59,4.538461538,59,42,1697.133182,5
1324,61,20,34,1.962229102,34,44,277.835944,7
1325,24,18,36,1.308148148,36,46,110.8374935,12
1326,22,13,100,4.345287772,100,44,119.6463517,10
1327,74,13,88,6.769230769,88,42,1701.671644,5
1328,72,13,35,1.4,35,46,762.3215676,11
1329,25,10,19,0.703703704,19,46,112.1456417,12
1330,29,18,62,2.48,62,46,763.7215676,11
1331,86,20,22,2.383838384,22,42,61.57951493,3
1332,29,15,49,2.540350877,49,44,223.1719133,8
1333,57,13,71,5.461538462,71,42,1708.440875,5
1334,89,19,26,1.04,26,46,766.2015676,11
1335,12,13,36,1.44,36,46,767.2415676,11
1336,60,14,29,1.933333333,29,44,420.901387,6
1337,81,18,61,4.00952381,61,44,422.8347203,6
1338,30,20,87,3.48,87,46,768.6815676,11
1339,13,17,94,7.230769231,94,42,1713.902413,5
1340,93,11,48,3.152380952,48,44,426.8442441,6
1341,79,11,43,1.72,43,46,772.1615676,11
1342,89,15,89,6.846153846,89,42,1721.133182,5
1343,32,15,18,1.11,18,44,279.7981731,7
1344,83,10,31,2.066666667,31,44,429.9966251,6
1345,30,13,27,1.08,27,46,773.8815676,11
1346,66,18,69,3.604324045,69,44,225.7122642,8
1347,55,17,72,2.88,72,46,774.9615676,11
1348,49,18,49,3.769230769,49,42,1727.979336,5
1349,74,12,58,3.406594427,58,44,280.9081731,7
1350,24,18,64,2.56,64,46,777.8415676,11
1351,70,16,46,3.538461538,46,42,1731.748567,5
1352,72,18,45,2.942857143,45,44,432.0632917,6
1353,92,18,68,5.230769231,68,42,1735.287029,5
1354,68,10,49,1.96,49,46,780.4015676,11
1355,43,13,96,5.040601504,96,44,229.3165882,8
1356,54,20,14,0.56,14,46,782.3615676,11
1357,85,14,36,3.272727273,36,42,120.0492663,4
1358,91,11,66,2.64,66,46,782.9215676,11
1359,24,17,41,3.153846154,41,42,1740.517798,5
1360,79,11,16,1.047619048,16,44,435.0061489,6
1361,86,20,97,3.88,97,46,785.5615676,11
1362,34,11,28,1.866666667,28,44,436.0537679,6
1363,45,18,67,5.153846154,67,42,1743.671644,5
1364,79,10,21,1.4,21,44,437.9204346,6
1365,32,14,71,3.699159664,71,44,234.3571897,8
1366,14,11,35,1.268148148,35,46,112.8493454,12
1367,12,16,15,1.153846154,15,42,1748.82549,5
1368,70,10,50,3.846153846,50,42,1749.979336,5
1369,96,10,14,0.933333333,14,44,439.3204346,6
1370,28,10,63,2.147228608,63,46,59.3629469,13
1371,84,12,13,1.824175824,13,42,20.00098679,2
1372,74,11,93,4.41752322,93,44,276.6006498,9
1373,34,18,83,6.384615385,83,42,1753.82549,5
1374,100,15,69,2.76,69,46,789.4415676,11
1375,27,16,27,1.776666667,27,44,440.2537679,6
1376,55,18,96,7.384615385,96,42,1760.210105,5
1377,31,10,98,4.63945157,98,44,281.0181731,9
1378,87,12,61,2.44,61,46,792.2015676,11
1379,74,12,16,0.64,16,46,794.6415676,11
1380,40,12,11,0.44,11,46,795.2815676,11
1381,89,19,88,6.769230769,88,42,1767.594721,5
1382,89,13,66,4.380952381,66,44,442.0304346,6
1383,54,16,96,3.54962963,96,46,114.1174935,12
1384,50,12,84,3.977738464,84,44,285.6576246,9
1385,82,13,46,3.538461538,46,42,1774.363952,5
1386,28,10,95,3.261979566,95,46,61.5101755,13
1387,13,15,35,2.692307692,35,42,1777.902413,5
1388,77,20,14,1.948051948,14,42,21.82516262,2
1389,23,10,10,0.666666667,10,44,446.411387,6
1390,48,20,36,2.380952381,36,44,447.0780536,6
1391,92,11,80,6.153846154,80,42,1780.594721,5
1392,28,12,16,0.64,16,46,795.7215676,11
1393,37,20,81,3.24,81,46,796.3615676,11
1394,63,19,66,3.84440513,66,44,284.3147675,7
1395,53,18,28,2.538461538,28,42,123.3219936,4
1396,23,12,58,3.016099071,58,44,238.0563494,8
1397,71,13,42,3.230769231,42,42,1786.748567,5
1398,26,13,92,3.157598978,92,46,64.77215507,13
1399,51,11,32,2.461538462,32,42,1789.979336,5
1400,36,12,30,2,30,44,449.459006,6
1401,73,16,87,6.692307692,87,42,1792.440875,5
1402,66,10,13,0.866666667,13,44,451.459006,6
1403,53,17,62,3.214761905,62,44,241.0724484,8
1404,49,18,27,1.08,27,46,799.6015676,11
1405,42,13,91,3.366296296,91,46,117.6671231,12
1406,19,11,68,3.256749226,68,44,289.6353631,9
1407,74,13,69,5.307692308,69,42,1799.133182,5
1408,91,13,59,3.933333333,59,44,452.3256727,6
1409,51,11,20,1.538461538,20,42,1804.440875,5
1410,62,15,46,1.84,46,46,800.6815676,11
1411,29,13,98,7.538461538,98,42,1805.979336,5
1412,49,20,79,4.622939702,79,44,288.1591726,7
1413,18,19,99,3.96,99,46,802.5215676,11
1414,32,12,26,1.733333333,26,44,456.259006,6
1415,79,18,91,7,91,42,1813.517798,5
1416,42,15,80,3.768263305,80,44,292.8921123,9
1417,65,11,28,1.12,28,46,806.4815676,11
1418,91,10,45,1.8,45,46,807.6015676,11
1419,18,20,46,1.84,46,46,809.4015676,11
1420,66,20,92,7.076923077,92,42,1820.517798,5
1421,16,11,43,2.243343653,43,44,244.2872104,8
1422,42,15,80,2.931851852,80,46,121.0334194,12
1423,93,16,70,4.666666667,70,44,457.9923394,6
1424,83,13,63,4.846153846,63,42,1827.594721,5
1425,30,20,36,1.44,36,46,811.2415676,11
1426,91,17,32,2.133333333,32,44,462.659006,6
1427,84,14,90,6.923076923,90,42,1832.440875,5
1428,56,17,69,2.76,69,46,812.6815676,11
1429,26,17,15,1,15,44,464.7923394,6
1430,53,19,99,4.697439186,99,44,296.6603756,9
1431,78,20,11,0.44,11,46,815.4415676,11
1432,22,20,84,3.091851852,84,46,123.9652713,12
1433,25,11,43,3.307692308,43,42,1839.363952,5
1434,63,18,79,3.760626566,79,44,301.3578148,9
1435,25,19,69,5.307692308,69,42,1842.671644,5
1436,91,12,90,3.6,90,46,815.8815676,11
1437,53,14,40,2.325882353,40,44,292.7821123,7
1438,75,18,37,2.846153846,37,42,1847.979336,5
1439,51,13,65,3.433809524,65,44,246.530554,8
1440,16,20,39,1.56,39,46,819.4815676,11
1441,96,12,19,2.111111111,19,42,63.96335331,3
1442,35,20,90,6.923076923,90,42,1850.82549,5
1443,84,10,29,1.933333333,29,44,465.7923394,6
1444,58,16,15,0.6,15,46,821.0415676,11
1445,23,12,51,1.739310345,51,46,67.92975405,13
1446,68,10,54,2.797110423,54,44,249.9643635,8
1447,92,16,51,3.923076923,51,42,1857.748567,5
1448,35,15,32,1.28,32,46,821.6415676,11
1449,89,15,93,4.856700575,93,44,252.761474,8
1450,55,18,98,3.92,98,46,822.9215676,11
1451,93,17,23,2.555555556,23,42,66.07446442,3
1452,65,10,73,5.615384615,73,42,1861.671644,5
1453,38,10,90,4.280072239,90,44,305.1184414,9
1454,70,12,17,1.798756799,17,42,68.63001998,3
1455,95,18,83,6.384615385,83,42,1867.287029,5
1456,19,19,57,2.28,57,46,826.8415676,11
1457,64,16,80,3.2,80,46,829.1215676,11
1458,73,19,82,4.287365473,82,44,257.6181745,8
1459,96,16,32,2.881118881,32,42,125.8604551,4
1460,18,12,20,0.8,20,46,832.3215676,11
1461,44,20,66,5.076923077,66,42,1873.671644,5
1462,76,17,54,2.16,54,46,833.1215676,11
1463,58,16,58,3.866666667,58,44,467.7256727,6
1464,51,12,10,0.4,10,46,835.2815676,11
1465,46,15,100,7.692307692,100,42,1878.748567,5
1466,14,13,79,2.603231162,79,46,8.502189264,14
1467,16,17,37,2.195714286,37,44,295.1079947,7
1468,23,14,48,2.770897833,48,44,297.303709,7
1469,54,16,39,1.56,39,46,835.6815676,11
1470,82,19,23,1.533333333,23,44,471.5923394,6
1471,98,17,89,6.846153846,89,42,1886.440875,5
1472,82,18,93,5.455599292,93,44,300.0746068,7
1473,82,12,61,2.44,61,46,837.2415676,11
1474,43,11,34,1.36,34,46,839.6815676,11
1475,29,15,18,1.384615385,18,42,1893.287029,5
1476,16,13,19,0.76,19,46,841.0415676,11
1477,60,13,37,2.846153846,37,42,1894.671644,5
1478,97,10,98,5.139308566,98,44,261.90554,8
1479,17,15,51,2.04,51,46,841.8015676,11
1480,21,15,24,1.846153846,24,42,1897.517798,5
1481,77,11,39,3,39,42,1899.363952,5
1482,18,16,78,3.12,78,46,843.8415676,11
1483,88,16,78,6,78,42,1902.363952,5
1484,14,18,17,1.133333333,17,44,473.1256727,6
1485,15,13,82,3.8856848,82,44,309.3985136,9
1486,69,16,71,2.84,71,46,846.9615676,11
1487,38,18,31,2.384615385,31,42,1908.363952,5
1488,10,11,86,3.763368716,86,44,123.9916395,10
1489,50,19,52,4,52,42,1910.748567,5
1490,90,11,61,4.692307692,61,42,1914.748567,5
1491,80,10,81,3.24,81,46,849.8015676,11
1492,54,15,32,1.870588235,32,44,305.5302061,7
1493,53,20,73,5.615384615,73,42,1919.440875,5
1494,37,12,58,2.127407407,58,46,127.0571231,12
1495,15,12,40,2.055698069,40,44,267.0448486,8
1496,48,20,40,2.666666667,40,44,474.259006,6
1497,71,16,98,3.92,98,46,853.0415676,11
1498,36,11,59,4.538461538,59,42,1925.056259,5
1499,99,17,41,2.733333333,41,44,476.9256727,6
1500,89,17,27,2.405594406,27,42,128.741574,4
1501,40,10,66,3.458646617,66,44,269.1005466,8
1502,80,17,57,4.384615385,57,42,1929.594721,5
1503,70,19,88,3.52,88,46,856.9615676,11
1504,52,12,16,1.066666667,16,44,479.659006,6
1505,80,14,37,2.846153846,37,42,1933.979336,5
1506,68,20,13,0.866666667,13,44,480.7256727,6
1507,28,11,77,3.648739496,77,44,313.2841984,9
1508,47,10,61,4.692307692,61,42,1936.82549,5
1509,99,20,53,2.12,53,46,860.4815676,11
1510,53,15,59,2.804098481,59,44,316.9329379,9
1511,59,15,96,3.536296296,96,46,129.1845305,12
1512,45,13,78,6,78,42,1941.517798,5
1513,33,18,67,3.517647059,67,44,272.5591933,8
1514,34,20,24,1.846153846,24,42,1947.517798,5
1515,91,17,82,3.28,82,46,862.6015676,11
1516,52,14,50,3.846153846,50,42,1949.363952,5
1517,90,12,80,4.687915377,80,44,307.4007943,7
1518,37,13,37,2.846153846,37,42,1953.210105,5
1519,100,18,61,4.692307692,61,42,1956.056259,5
1520,53,18,23,0.92,23,46,865.8815676,11
1521,25,11,26,0.962962963,26,46,132.7208268,12
1522,20,14,29,1.234782609,29,44,127.7550082,10
1523,42,11,15,1,15,44,481.5923394,6
1524,48,19,71,2.84,71,46,866.8015676,11
1525,28,17,52,3.034704408,52,44,312.0887097,7
1526,35,17,78,6,78,42,1960.748567,5
1527,18,17,71,2.6,71,46,133.6837898,12
1528,18,14,40,2.338935574,40,44,315.1234141,7
1529,21,20,69,3.241545039,69,44,319.7370364,9
1530,100,13,68,5.230769231,68,42,1966.748567,5
1531,26,16,25,1,25,46,869.6415676,11
1532,49,11,74,5.692307692,74,42,1971.979336,5
1533,54,12,38,2.533333333,38,44,482.5923394,6
1534,11,17,66,2.113541795,66,46,11.10542043,14
1535,83,17,41,2.733333333,41,44,485.1256727,6
1536,52,12,40,3.076923077,40,42,1977.671644,5
1537,65,15,75,3,75,46,870.6415676,11
1538,74,17,89,5.23051747,89,44,317.4623497,7
1539,79,17,64,4.923076923,64,42,1980.748567,5
1540,35,20,51,1.86962963,51,46,136.2837898,12
1541,53,10,95,4.517352204,95,44,322.9785814,9
1542,36,14,30,2.307692308,30,42,1985.671644,5
1543,86,17,29,2.636363636,29,42,131.1471684,4
1544,99,19,54,2.16,54,46,873.6415676,11
1545,82,15,45,3.461538462,45,42,1987.979336,5
1546,47,12,29,1.16,29,46,875.8015676,11
1547,21,15,50,2.443333333,50,44,327.4959336,9
1548,67,10,16,0.64,16,46,876.9615676,11
1549,13,19,18,0.662222222,18,46,138.1534194,12
1550,27,13,62,2.48,62,46,877.6015676,11
1551,93,17,26,2.363636364,26,42,133.783532,4
1552,66,19,98,7.538461538,98,42,1991.440875,5
1553,87,10,33,2.2,33,44,487.859006,6
1554,26,17,53,2.780156273,53,44,276.0768403,8
1555,62,19,50,2,50,46,880.0815676,11
1556,77,15,57,4.384615385,57,42,1998.979336,5
1557,39,13,82,3.873713696,82,44,329.939267,9
1558,32,20,23,0.92,23,46,882.0815676,11
1559,59,16,88,3.244444444,88,46,138.8156417,12
1560,57,13,13,1.444444444,13,42,70.42877678,3
1561,96,16,48,3.692307692,48,42,2003.363952,5
1562,33,18,83,4.340123839,83,44,278.8569966,8
1563,32,14,37,2.846153846,37,42,2007.056259,5
1564,51,10,71,2.84,71,46,883.0015676,11
1565,99,19,10,1.346984127,10,42,23.77321456,2
1566,90,12,72,5.538461538,72,42,2009.902413,5
1567,17,12,64,3.012531328,64,44,333.8129807,9
1568,43,10,73,2.92,73,46,885.8415676,11
1569,100,12,17,1.887777778,17,42,71.87322122,3
1570,17,12,75,3.532773109,75,44,336.825512,9
1571,84,19,54,4.153846154,54,42,2015.440875,5
1572,36,10,81,3.24,81,46,888.7615676,11
1573,31,19,98,7.538461538,98,42,2019.594721,5
1574,59,15,96,4.563526463,96,44,340.3582851,9
1575,48,10,63,2.52,63,46,892.0015676,11
1576,63,17,47,3.615384615,47,42,2027.133182,5
1577,81,11,10,0.666666667,10,44,490.059006,6
1578,13,19,71,2.431060026,71,46,69.66906439,13
1579,42,16,52,3.038655462,52,44,322.6928671,7
1580,41,20,58,4.461538462,58,42,2030.748567,5
1581,66,14,80,4.197346307,80,44,283.1971204,8
1582,72,15,95,7.307692308,95,42,2035.210105,5
1583,83,15,25,1,25,46,894.5215676,11
1584,72,11,26,1.04,26,46,895.5215676,11
1585,68,15,13,0.52,13,46,896.5615676,11
1586,35,16,25,1,25,46,897.0815676,11
1587,53,12,100,4.732655167,100,44,344.9218116,9
1588,42,16,35,1.4,35,46,898.0815676,11
1589,44,12,42,3.230769231,42,42,2042.517798,5
1590,57,16,33,2.538461538,33,42,2045.748567,5
1591,77,15,80,3.2,80,46,899.4815676,11
1592,73,14,45,3.461538462,45,42,2048.287029,5
1593,95,13,64,3.764411028,64,44,325.7315226,7
1594,47,20,76,5.846153846,76,42,2051.748567,5
1595,35,16,70,2.8,70,46,902.6815676,11
1596,14,13,29,1.380175439,29,44,349.6544667,9
1597,85,20,24,1.6,24,44,490.7256727,6
1598,56,11,83,3.32,83,46,905.4815676,11
1599,42,11,17,1.133333333,17,44,492.3256727,6
1600,48,17,81,6.230769231,81,42,2057.594721,5
1601,17,18,75,3.525932478,75,44,351.0346422,9
1602,73,18,79,3.16,79,46,908.8015676,11
1603,77,12,53,4.076923077,53,42,2063.82549,5
1604,61,15,23,1.533333333,23,44,493.459006,6
1605,47,15,96,4.559103641,96,44,354.5605746,9
1606,93,17,30,2.713286713,30,42,136.1471684,4
1607,28,17,56,2.24,56,46,911.9615676,11
1608,90,16,84,6.461538462,84,42,2067.902413,5
1609,41,17,90,3.883915672,90,44,128.9897908,10
1610,65,18,52,2.08,52,46,914.2015676,11
1611,36,13,40,1.6,40,46,916.2815676,11
1612,76,15,46,3.538461538,46,42,2074.363952,5
1613,23,17,11,0.44,11,46,917.8815676,11
1614,32,12,93,4.414005602,93,44,359.1196783,9
1615,16,17,35,2.692307692,35,42,2077.902413,5
1616,39,13,72,2.88,72,46,918.3215676,11
1617,54,17,33,2.538461538,33,42,2080.594721,5
1618,79,12,38,2.923076923,38,42,2083.133182,5
1619,64,17,26,1.04,26,46,921.2015676,11
