Cloudlet ID,STATUS,Data centerID,VM ID,Tim,Start Time,Finish Time
583,SUCCESS,4,4,0.63,24.09,24.72
759,SUCCESS,5,9,0.13,24.7,24.83
518,SUCCESS,4,6,0.63,24.2,24.83
581,SUCCESS,3,1,0.51,24.35,24.86
637,SUCCESS,3,2,0.47,24.49,24.97
767,SUCCESS,5,9,0.22,24.83,25.06
483,SUCCESS,5,8,0.68,24.48,25.17
590,SUCCESS,3,1,0.33,24.86,25.19
449,SUCCESS,4,5,0.63,24.61,25.24
561,SUCCESS,5,7,0.68,24.59,25.28
774,SUCCESS,5,9,0.22,25.06,25.28
528,SUCCESS,4,6,0.52,24.83,25.35
598,SUCCESS,4,4,0.74,24.72,25.46
651,SUCCESS,3,2,0.56,24.97,25.52
415,SUCCESS,3,3,0.91,24.72,25.63
782,SUCCESS,5,9,0.44,25.28,25.72
599,SUCCESS,3,1,0.56,25.19,25.74
570,SUCCESS,5,7,0.55,25.28,25.83
668,SUCCESS,3,2,0.33,25.52,25.85
501,SUCCESS,5,8,0.77,25.17,25.94
463,SUCCESS,4,5,0.73,25.24,25.97
612,SUCCESS,3,1,0.3,25.74,26.04
609,SUCCESS,4,4,0.62,25.46,26.08
536,SUCCESS,4,6,0.73,25.35,26.08
793,SUCCESS,5,9,0.37,25.72,26.08
621,SUCCESS,3,1,0.11,26.04,26.15
805,SUCCESS,5,9,0.11,26.08,26.19
674,SUCCESS,3,2,0.45,25.85,26.3
584,SUCCESS,5,7,0.48,25.83,26.3
810,SUCCESS,5,9,0.11,26.19,26.3
478,SUCCESS,4,5,0.42,25.97,26.39
684,SUCCESS,3,2,0.11,26.3,26.41
428,SUCCESS,3,3,0.78,25.63,26.41
811,SUCCESS,5,9,0.18,26.3,26.48
624,SUCCESS,3,1,0.37,26.15,26.52
488,SUCCESS,4,5,0.23,26.39,26.62
596,SUCCESS,5,7,0.34,26.3,26.65
689,SUCCESS,3,2,0.25,26.41,26.66
623,SUCCESS,4,4,0.65,26.08,26.73
490,SUCCESS,4,5,0.11,26.62,26.73
549,SUCCESS,4,6,0.65,26.08,26.73
517,SUCCESS,5,8,0.82,25.94,26.76
816,SUCCESS,5,9,0.28,26.48,26.76
631,SUCCESS,3,1,0.25,26.52,26.77
698,SUCCESS,3,2,0.11,26.66,26.77
437,SUCCESS,3,3,0.47,26.41,26.88
638,SUCCESS,4,4,0.17,26.73,26.91
825,SUCCESS,5,9,0.32,26.76,27.07
563,SUCCESS,4,6,0.37,26.73,27.1
635,SUCCESS,3,1,0.34,26.77,27.11
601,SUCCESS,5,7,0.54,26.65,27.18
647,SUCCESS,3,1,0.11,27.11,27.22
700,SUCCESS,3,2,0.45,26.77,27.22
569,SUCCESS,4,6,0.12,27.1,27.23
527,SUCCESS,5,8,0.54,26.76,27.29
646,SUCCESS,4,4,0.43,26.91,27.34
713,SUCCESS,3,2,0.15,27.22,27.37
832,SUCCESS,5,9,0.33,27.07,27.4
648,SUCCESS,3,1,0.26,27.22,27.48
617,SUCCESS,5,7,0.33,27.18,27.51
495,SUCCESS,4,5,0.86,26.73,27.59
716,SUCCESS,3,2,0.26,27.37,27.63
842,SUCCESS,5,9,0.28,27.4,27.69
575,SUCCESS,4,6,0.47,27.23,27.7
446,SUCCESS,3,3,0.86,26.88,27.74
625,SUCCESS,5,7,0.28,27.51,27.8
725,SUCCESS,3,2,0.22,27.63,27.85
537,SUCCESS,5,8,0.61,27.29,27.91
652,SUCCESS,4,4,0.63,27.34,27.97
654,SUCCESS,3,1,0.51,27.48,27.99
629,SUCCESS,5,7,0.22,27.8,28.02
550,SUCCESS,5,8,0.11,27.91,28.02
582,SUCCESS,4,6,0.38,27.7,28.08
851,SUCCESS,5,9,0.44,27.69,28.13
588,SUCCESS,4,6,0.11,28.08,28.19
458,SUCCESS,3,3,0.48,27.74,28.22
863,SUCCESS,5,9,0.11,28.13,28.24
515,SUCCESS,4,5,0.71,27.59,28.3
661,SUCCESS,3,1,0.34,27.99,28.33
665,SUCCESS,4,4,0.44,27.97,28.41
735,SUCCESS,3,2,0.59,27.85,28.44
632,SUCCESS,5,7,0.59,28.02,28.61
466,SUCCESS,3,3,0.42,28.22,28.64
551,SUCCESS,5,8,0.7,28.02,28.72
864,SUCCESS,5,9,0.48,28.24,28.72
671,SUCCESS,3,1,0.42,28.33,28.75
593,SUCCESS,4,6,0.62,28.19,28.81
745,SUCCESS,3,2,0.42,28.44,28.86
474,SUCCESS,3,3,0.22,28.64,28.86
602,SUCCESS,4,6,0.11,28.81,28.92
752,SUCCESS,3,2,0.16,28.86,29.02
676,SUCCESS,4,4,0.62,28.41,29.03
520,SUCCESS,4,5,0.73,28.3,29.03
889,SUCCESS,5,9,0.37,28.72,29.08
679,SUCCESS,3,1,0.38,28.75,29.13
482,SUCCESS,3,3,0.27,28.86,29.13
607,SUCCESS,4,6,0.22,28.92,29.14
650,SUCCESS,5,7,0.6,28.61,29.21
763,SUCCESS,3,2,0.22,29.02,29.24
688,SUCCESS,4,4,0.22,29.03,29.25
564,SUCCESS,5,8,0.6,28.72,29.32
686,SUCCESS,3,1,0.22,29.13,29.35
484,SUCCESS,3,3,0.22,29.13,29.35
608,SUCCESS,4,6,0.22,29.14,29.36
660,SUCCESS,5,7,0.22,29.21,29.43
579,SUCCESS,5,8,0.11,29.32,29.43
531,SUCCESS,4,5,0.46,29.03,29.49
899,SUCCESS,5,9,0.45,29.08,29.54
489,SUCCESS,3,3,0.2,29.35,29.55
697,SUCCESS,4,4,0.35,29.25,29.6
666,SUCCESS,5,7,0.22,29.43,29.65
768,SUCCESS,3,2,0.42,29.24,29.66
705,SUCCESS,4,4,0.11,29.6,29.71
694,SUCCESS,3,1,0.42,29.35,29.77
541,SUCCESS,4,5,0.33,29.49,29.82
779,SUCCESS,3,2,0.23,29.66,29.9
615,SUCCESS,4,6,0.6,29.36,29.96
580,SUCCESS,5,8,0.58,29.43,30
707,SUCCESS,4,4,0.36,29.71,30.07
670,SUCCESS,5,7,0.47,29.65,30.11
491,SUCCESS,3,3,0.6,29.55,30.15
547,SUCCESS,4,5,0.36,29.82,30.18
628,SUCCESS,4,6,0.33,29.96,30.29
703,SUCCESS,3,1,0.52,29.77,30.29
783,SUCCESS,3,2,0.51,29.9,30.4
587,SUCCESS,5,8,0.62,30,30.62
712,SUCCESS,4,4,0.61,30.07,30.69
798,SUCCESS,3,2,0.28,30.4,30.69
682,SUCCESS,5,7,0.62,30.11,30.73
600,SUCCESS,5,8,0.11,30.62,30.73
634,SUCCESS,4,6,0.5,30.29,30.8
719,SUCCESS,3,1,0.5,30.29,30.8
503,SUCCESS,3,3,0.64,30.15,30.8
801,SUCCESS,3,2,0.22,30.69,30.91
695,SUCCESS,5,7,0.26,30.73,30.99
553,SUCCESS,4,5,0.82,30.18,31
733,SUCCESS,3,1,0.25,30.8,31.05
699,SUCCESS,5,7,0.11,30.99,31.1
734,SUCCESS,4,4,0.43,30.69,31.11
809,SUCCESS,3,2,0.25,30.91,31.16
512,SUCCESS,3,3,0.47,30.8,31.27
640,SUCCESS,4,6,0.6,30.8,31.39
739,SUCCESS,3,1,0.39,31.05,31.44
605,SUCCESS,5,8,0.75,30.73,31.49
565,SUCCESS,4,5,0.54,31,31.54
819,SUCCESS,3,2,0.42,31.16,31.58
704,SUCCESS,5,7,0.52,31.1,31.63
740,SUCCESS,4,4,0.54,31.11,31.65
722,SUCCESS,5,7,0.13,31.63,31.76
753,SUCCESS,4,4,0.14,31.65,31.79
748,SUCCESS,3,1,0.4,31.44,31.84
659,SUCCESS,4,6,0.51,31.39,31.9
663,SUCCESS,4,6,0.11,31.9,32.01
724,SUCCESS,5,7,0.27,31.76,32.03
756,SUCCESS,4,4,0.34,31.79,32.12
667,SUCCESS,4,6,0.11,32.01,32.12
519,SUCCESS,3,3,0.87,31.27,32.13
620,SUCCESS,5,8,0.75,31.49,32.23
828,SUCCESS,3,2,0.66,31.58,32.24
578,SUCCESS,4,5,0.76,31.54,32.3
755,SUCCESS,3,1,0.52,31.84,32.35
729,SUCCESS,5,7,0.35,32.03,32.38
844,SUCCESS,3,2,0.22,32.24,32.46
848,SUCCESS,3,2,0.11,32.46,32.57
673,SUCCESS,4,6,0.48,32.12,32.6
850,SUCCESS,3,2,0.11,32.57,32.68
765,SUCCESS,4,4,0.59,32.12,32.71
529,SUCCESS,3,3,0.66,32.13,32.79
636,SUCCESS,5,8,0.59,32.23,32.82
772,SUCCESS,3,1,0.59,32.35,32.95
643,SUCCESS,5,8,0.13,32.82,32.95
589,SUCCESS,4,5,0.76,32.3,33.06
738,SUCCESS,5,7,0.68,32.38,33.06
856,SUCCESS,3,2,0.39,32.68,33.07
781,SUCCESS,4,4,0.46,32.71,33.17
539,SUCCESS,3,3,0.39,32.79,33.18
680,SUCCESS,4,6,0.68,32.6,33.28
788,SUCCESS,3,1,0.34,32.95,33.29
653,SUCCESS,5,8,0.34,32.95,33.3
865,SUCCESS,3,2,0.33,33.07,33.4
751,SUCCESS,5,7,0.34,33.06,33.41
757,SUCCESS,5,7,0.11,33.41,33.52
874,SUCCESS,3,2,0.16,33.4,33.57
604,SUCCESS,4,5,0.56,33.06,33.63
545,SUCCESS,3,3,0.49,33.18,33.68
789,SUCCESS,4,4,0.56,33.17,33.74
693,SUCCESS,4,6,0.45,33.28,33.74
795,SUCCESS,3,1,0.51,33.29,33.8
556,SUCCESS,3,3,0.24,33.68,33.91
878,SUCCESS,3,2,0.46,33.57,34.02
655,SUCCESS,5,8,0.74,33.3,34.03
807,SUCCESS,3,1,0.34,33.8,34.14
760,SUCCESS,5,7,0.63,33.52,34.14
702,SUCCESS,4,6,0.54,33.74,34.28
672,SUCCESS,5,8,0.33,34.03,34.36
802,SUCCESS,4,4,0.65,33.74,34.39
618,SUCCESS,4,5,0.76,33.63,34.39
557,SUCCESS,3,3,0.51,33.91,34.43
778,SUCCESS,5,7,0.39,34.14,34.54
892,SUCCESS,3,2,0.56,34.02,34.59
786,SUCCESS,5,7,0.11,34.54,34.65
720,SUCCESS,4,6,0.43,34.28,34.71
815,SUCCESS,3,1,0.6,34.14,34.74
817,SUCCESS,4,4,0.43,34.39,34.82
678,SUCCESS,5,8,0.5,34.36,34.86
727,SUCCESS,4,6,0.22,34.71,34.93
787,SUCCESS,5,7,0.35,34.65,35
630,SUCCESS,4,5,0.77,34.39,35.16
562,SUCCESS,3,3,0.8,34.43,35.22
797,SUCCESS,5,7,0.31,35,35.31
826,SUCCESS,4,4,0.5,34.82,35.32
833,SUCCESS,3,1,0.61,34.74,35.34
838,SUCCESS,4,4,0.11,35.32,35.43
644,SUCCESS,4,5,0.27,35.16,35.43
804,SUCCESS,5,7,0.15,35.31,35.46
730,SUCCESS,4,6,0.65,34.93,35.58
687,SUCCESS,5,8,0.72,34.86,35.59
846,SUCCESS,3,1,0.28,35.34,35.63
841,SUCCESS,4,4,0.29,35.43,35.72
853,SUCCESS,3,1,0.19,35.63,35.81
649,SUCCESS,4,5,0.4,35.43,35.83
806,SUCCESS,5,7,0.45,35.46,35.91
744,SUCCESS,4,6,0.36,35.58,35.94
709,SUCCESS,5,8,0.45,35.59,36.03
818,SUCCESS,5,7,0.23,35.91,36.14
577,SUCCESS,3,3,0.94,35.22,36.16
849,SUCCESS,4,4,0.5,35.72,36.22
592,SUCCESS,3,3,0.15,36.16,36.32
749,SUCCESS,4,6,0.46,35.94,36.4
859,SUCCESS,3,1,0.61,35.81,36.43
714,SUCCESS,5,8,0.57,36.03,36.6
876,SUCCESS,3,1,0.19,36.43,36.61
861,SUCCESS,4,4,0.41,36.22,36.63
656,SUCCESS,4,5,0.91,35.83,36.74
821,SUCCESS,5,7,0.62,36.14,36.76
871,SUCCESS,4,4,0.22,36.63,36.85
726,SUCCESS,5,8,0.29,36.6,36.89
882,SUCCESS,3,1,0.33,36.61,36.94
761,SUCCESS,4,6,0.56,36.4,36.96
595,SUCCESS,3,3,0.73,36.32,37.05
773,SUCCESS,4,6,0.11,36.96,37.07
887,SUCCESS,3,1,0.22,36.94,37.16
879,SUCCESS,4,4,0.45,36.85,37.3
835,SUCCESS,5,7,0.61,36.76,37.37
890,SUCCESS,4,4,0.11,37.3,37.41
732,SUCCESS,5,8,0.59,36.89,37.48
669,SUCCESS,4,5,0.79,36.74,37.53
855,SUCCESS,5,7,0.22,37.37,37.59
683,SUCCESS,4,5,0.11,37.53,37.65
896,SUCCESS,3,1,0.5,37.16,37.66
775,SUCCESS,4,6,0.69,37.07,37.76
606,SUCCESS,3,3,0.72,37.05,37.77
893,SUCCESS,4,4,0.45,37.41,37.87
619,SUCCESS,3,3,0.2,37.77,37.97
685,SUCCESS,4,5,0.33,37.65,37.98
743,SUCCESS,5,8,0.59,37.48,38.06
792,SUCCESS,4,6,0.36,37.76,38.12
857,SUCCESS,5,7,0.59,37.59,38.17
872,SUCCESS,5,7,0.19,38.17,38.36
754,SUCCESS,5,8,0.41,38.06,38.47
622,SUCCESS,3,3,0.63,37.97,38.6
690,SUCCESS,4,5,0.67,37.98,38.64
877,SUCCESS,5,7,0.32,38.36,38.68
706,SUCCESS,4,5,0.14,38.64,38.78
769,SUCCESS,5,8,0.32,38.47,38.79
796,SUCCESS,4,6,0.77,38.12,38.89
881,SUCCESS,5,7,0.4,38.68,39.08
710,SUCCESS,4,5,0.33,38.78,39.11
633,SUCCESS,3,3,0.59,38.6,39.19
813,SUCCESS,4,6,0.47,38.89,39.36
718,SUCCESS,4,5,0.35,39.11,39.47
771,SUCCESS,5,8,0.77,38.79,39.56
894,SUCCESS,5,7,0.59,39.08,39.67
822,SUCCESS,4,6,0.56,39.36,39.92
834,SUCCESS,4,6,0.11,39.92,40.03
642,SUCCESS,3,3,0.84,39.19,40.03
723,SUCCESS,4,5,0.67,39.47,40.14
790,SUCCESS,5,8,0.71,39.56,40.27
657,SUCCESS,3,3,0.59,40.03,40.62
836,SUCCESS,4,6,0.63,40.03,40.66
737,SUCCESS,4,5,0.74,40.14,40.87
799,SUCCESS,5,8,0.62,40.27,40.88
854,SUCCESS,4,6,0.45,40.66,41.11
814,SUCCESS,5,8,0.47,40.88,41.35
866,SUCCESS,4,6,0.26,41.11,41.37
664,SUCCESS,3,3,0.79,40.62,41.41
746,SUCCESS,4,5,0.72,40.87,41.6
827,SUCCESS,5,8,0.27,41.35,41.62
677,SUCCESS,3,3,0.21,41.41,41.62
758,SUCCESS,4,5,0.25,41.6,41.85
867,SUCCESS,4,6,0.58,41.37,41.96
829,SUCCESS,5,8,0.47,41.62,42.09
883,SUCCESS,4,6,0.18,41.96,42.14
681,SUCCESS,3,3,0.65,41.62,42.27
839,SUCCESS,5,8,0.45,42.09,42.53
770,SUCCESS,4,5,0.79,41.85,42.64
886,SUCCESS,4,6,0.61,42.14,42.75
784,SUCCESS,4,5,0.22,42.64,42.86
691,SUCCESS,3,3,0.6,42.27,42.87
847,SUCCESS,5,8,0.43,42.53,42.96
898,SUCCESS,4,6,0.48,42.75,43.24
708,SUCCESS,3,3,0.42,42.87,43.29
860,SUCCESS,5,8,0.48,42.96,43.44
785,SUCCESS,4,5,0.59,42.86,43.45
711,SUCCESS,3,3,0.17,43.29,43.46
715,SUCCESS,3,3,0.23,43.46,43.69
870,SUCCESS,5,8,0.25,43.44,43.69
794,SUCCESS,4,5,0.45,43.45,43.9
875,SUCCESS,5,8,0.36,43.69,44.05
880,SUCCESS,5,8,0.11,44.05,44.16
721,SUCCESS,3,3,0.5,43.69,44.19
808,SUCCESS,4,5,0.78,43.9,44.68
884,SUCCESS,5,8,0.54,44.16,44.7
728,SUCCESS,3,3,0.88,44.19,45.07
897,SUCCESS,5,8,0.42,44.7,45.12
820,SUCCESS,4,5,0.44,44.68,45.12
830,SUCCESS,4,5,0.12,45.12,45.25
742,SUCCESS,3,3,0.52,45.07,45.59
831,SUCCESS,4,5,0.64,45.25,45.88
750,SUCCESS,3,3,0.3,45.59,45.9
843,SUCCESS,4,5,0.16,45.88,46.05
762,SUCCESS,3,3,0.29,45.9,46.18
764,SUCCESS,3,3,0.11,46.18,46.29
766,SUCCESS,3,3,0.41,46.29,46.7
845,SUCCESS,4,5,0.67,46.05,46.72
776,SUCCESS,3,3,0.17,46.7,46.87
777,SUCCESS,3,3,0.14,46.87,47.02
858,SUCCESS,4,5,0.81,46.72,47.53
780,SUCCESS,3,3,0.54,47.02,47.56
873,SUCCESS,4,5,0.81,47.53,48.34
791,SUCCESS,3,3,0.9,47.56,48.47
800,SUCCESS,3,3,0.14,48.47,48.61
891,SUCCESS,4,5,0.41,48.34,48.75
803,SUCCESS,3,3,0.38,48.61,48.99
895,SUCCESS,4,5,0.29,48.75,49.05
812,SUCCESS,3,3,0.42,48.99,49.41
823,SUCCESS,3,3,0.2,49.41,49.61
824,SUCCESS,3,3,0.68,49.61,50.28
837,SUCCESS,3,3,0.51,50.28,50.8
840,SUCCESS,3,3,0.56,50.8,51.36
852,SUCCESS,3,3,0.44,51.36,51.8
862,SUCCESS,3,3,0.42,51.8,52.22
868,SUCCESS,3,3,0.17,52.22,52.39
869,SUCCESS,3,3,0.84,52.39,53.23
885,SUCCESS,3,3,0.17,53.23,53.4
888,SUCCESS,3,3,0.77,53.4,54.17
900,SUCCESS,3,3,0.67,54.17,54.84
