TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterLatitude,DataCenterLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
198,30.400082644628096,89,12,39,-11.18559270422945,-173.25750704961192,63.24689495353044,-87.86374550916128,10888.0,56.0,15.0,23.0,23.0,3371.0,0.85,36.58,2385.48,5
199,35.89009345794393,41,15,97,-39.70465237424396,-15.893857156638745,-77.10527729291653,94.68842319072581,6202.0,50.0,22.0,27.0,16.0,3369.0,4.16,19.63,2373.6,4
200,30.722396694214872,42,20,65,-11.32814339035572,-56.19026554950048,63.24689495353044,-87.86374550916128,8723.0,56.0,15.0,23.0,23.0,3371.0,1.41,20.56,2377.07,5
201,0.22264150943396227,88,14,13,-6.189513801228159,50.18983951101373,69.11788034887269,60.650919370546035,8412.0,41.0,23.0,30.0,23.0,3376.0,0.41,44.68,2389.61,3
202,24.92066895368782,16,12,92,-25.772631151480766,53.9632985419469,69.11788034887269,60.650919370546035,10565.0,41.0,23.0,30.0,23.0,3376.0,2.06,10.96,2378.77,3
203,36.796635514018696,62,11,11,-87.22395559163222,-117.23277905937476,-77.10527729291653,94.68842319072581,1703.0,50.0,22.0,27.0,16.0,3369.0,0.47,26.53,2370.76,4
204,31.2595867768595,47,18,13,53.574208174961115,-111.67020736422967,63.24689495353044,-87.86374550916128,1737.0,56.0,15.0,23.0,23.0,3371.0,0.28,22.0,2370.32,5
205,36.906635514018696,17,20,48,-48.7485458460217,153.90207638723257,-77.10527729291653,94.68842319072581,4012.0,50.0,22.0,27.0,16.0,3369.0,2.06,11.86,2367.67,4
206,37.355233644859815,71,20,49,-73.80672650910746,-149.84710222472472,-77.10527729291653,94.68842319072581,2733.0,50.0,22.0,27.0,16.0,3369.0,2.1,32.38,2374.62,4
207,31.369586776859503,72,11,63,-18.131174567136355,-87.58099492335396,63.24689495353044,-87.86374550916128,9048.0,56.0,15.0,23.0,23.0,3371.0,1.37,29.89,2381.12,5
208,25.518071551090415,39,14,36,84.90007782835593,39.69953799577425,69.11788034887269,60.650919370546035,1803.0,41.0,23.0,30.0,23.0,3376.0,0.81,22.14,2374.1,3
209,31.890247933884297,29,14,71,51.34375811808093,-102.7635419621239,63.24689495353044,-87.86374550916128,1589.0,56.0,15.0,23.0,23.0,3371.0,1.54,14.24,2367.45,5
210,32.47702479338843,79,10,94,30.662000843270732,-127.15179142853705,63.24689495353044,-87.86374550916128,4555.0,56.0,15.0,23.0,23.0,3371.0,2.04,32.32,2377.8,5
211,25.751837784856647,39,15,45,46.109630189027826,-52.572841756082966,69.11788034887269,60.650919370546035,6097.0,41.0,23.0,30.0,23.0,3376.0,1.01,22.44,2378.58,3
212,26.04404557706444,42,12,35,-17.249533507363182,-36.9933302718849,69.11788034887269,60.650919370546035,12098.0,41.0,23.0,30.0,23.0,3376.0,0.78,22.92,2384.7,3
213,37.81317757009346,74,19,45,-60.080649595368406,89.41073146882451,-77.10527729291653,94.68842319072581,1903.0,50.0,22.0,27.0,16.0,3369.0,1.93,33.25,2374.08,4
214,0.4426415094339623,100,20,17,46.47500073133867,145.54329159477408,69.11788034887269,60.650919370546035,5073.0,41.0,23.0,30.0,23.0,3376.0,0.53,52.0,2389.23,3
215,38.23373831775701,59,18,84,-70.53806813198487,-174.95430378740897,-77.10527729291653,94.68842319072581,2588.0,50.0,22.0,27.0,16.0,3369.0,3.6,27.28,2372.88,4
216,26.271318304337168,37,19,67,-37.324183926041826,161.41120920338636,69.11788034887269,60.650919370546035,14263.0,41.0,23.0,30.0,23.0,3376.0,1.5,22.72,2387.0,3
217,26.706383239402104,12,13,82,62.43140083249699,67.7746075523172,69.11788034887269,60.650919370546035,810.0,41.0,23.0,30.0,23.0,3376.0,1.84,9.42,2368.33,3
218,33.25388429752066,95,15,87,11.377915248333878,-79.44426020478674,63.24689495353044,-87.86374550916128,5806.0,56.0,15.0,23.0,23.0,3371.0,1.89,39.55,2381.89,5
219,39.01878504672897,52,16,42,-10.441874218350847,120.45030422941915,-77.10527729291653,94.68842319072581,7563.0,50.0,22.0,27.0,16.0,3369.0,1.8,24.08,2376.04,4
220,39.411308411214954,75,12,100,-36.38193741062961,-22.90996381315864,-77.10527729291653,94.68842319072581,6708.0,50.0,22.0,27.0,16.0,3369.0,4.29,31.74,2378.99,4
221,33.97289256198347,79,16,52,79.23812228851438,-62.08918745456455,63.24689495353044,-87.86374550916128,1962.0,56.0,15.0,23.0,23.0,3371.0,1.13,33.7,2375.48,5
222,34.402644628099175,79,18,11,53.9826819965499,-111.68100344124424,63.24689495353044,-87.86374550916128,1704.0,56.0,15.0,23.0,23.0,3371.0,0.24,34.16,2375.14,5
223,34.512644628099174,42,20,49,16.952400691050528,-101.38490337541279,63.24689495353044,-87.86374550916128,5252.0,56.0,15.0,23.0,23.0,3371.0,1.07,20.56,2373.5,5
224,27.238850771869636,37,18,92,86.27188416805544,-108.32068870829431,69.11788034887269,60.650919370546035,2729.0,41.0,23.0,30.0,23.0,3376.0,2.06,22.42,2375.52,3
225,40.34588785046729,15,17,53,-80.75099251366659,-9.181252658250031,-77.10527729291653,94.68842319072581,1950.0,50.0,22.0,27.0,16.0,3369.0,2.27,10.29,2365.05,4
226,27.836253369272235,40,10,51,4.865882092113708,53.85567563242705,69.11788034887269,60.650919370546035,7162.0,41.0,23.0,30.0,23.0,3376.0,1.14,21.4,2379.26,3
227,34.91760330578512,86,19,68,10.541650502012104,157.3267467881425,63.24689495353044,-87.86374550916128,10149.0,56.0,15.0,23.0,23.0,3371.0,1.48,37.05,2385.11,5
228,35.4795867768595,82,15,23,77.63963686344968,163.37934270142028,63.24689495353044,-87.86374550916128,3638.0,56.0,15.0,23.0,23.0,3371.0,0.5,34.61,2377.33,5
229,40.84121495327103,15,11,89,-30.21823788731637,83.98893163688996,-77.10527729291653,94.68842319072581,5242.0,50.0,22.0,27.0,16.0,3369.0,3.81,8.67,2368.15,4
230,28.167422200441067,11,10,96,73.12240688566507,-179.56288029703916,69.11788034887269,60.650919370546035,3622.0,41.0,23.0,30.0,23.0,3376.0,2.15,8.06,2370.69,3
231,35.6696694214876,21,17,63,-16.04636792962188,-111.19666486392792,63.24689495353044,-87.86374550916128,9045.0,56.0,15.0,23.0,23.0,3371.0,1.37,11.89,2373.91,5
232,36.19033057851239,28,17,18,-16.653352700417017,-61.95576374619469,63.24689495353044,-87.86374550916128,9164.0,56.0,15.0,23.0,23.0,3371.0,0.39,14.55,2374.8,5
233,36.3390909090909,75,17,30,15.050938944456746,-45.87794694800752,63.24689495353044,-87.86374550916128,6259.0,56.0,15.0,23.0,23.0,3371.0,0.65,32.41,2379.12,5
234,41.672990654205606,76,12,98,-43.190662799026995,72.15374661584278,-77.10527729291653,94.68842319072581,3910.0,50.0,22.0,27.0,16.0,3369.0,4.2,32.12,2376.32,4
235,36.58702479338842,56,17,87,-8.818895080159464,-38.600702306301685,63.24689495353044,-87.86374550916128,9026.0,56.0,15.0,23.0,23.0,3371.0,1.89,25.19,2379.37,5
236,28.79079882381769,91,12,23,42.25408987609052,0.1497218120847208,69.11788034887269,60.650919370546035,4525.0,41.0,23.0,30.0,23.0,3376.0,0.51,45.46,2386.06,3
237,28.940149473168336,78,12,89,57.63143321041568,-61.67234780866653,69.11788034887269,60.650919370546035,5181.0,41.0,23.0,30.0,23.0,3376.0,1.99,39.48,2384.77,3
238,37.30603305785123,75,17,27,16.72064677318295,-151.64551142377155,63.24689495353044,-87.86374550916128,7052.0,56.0,15.0,23.0,23.0,3371.0,0.59,32.41,2379.89,5
239,29.518071551090415,43,17,77,24.70474199625275,108.83521529337935,69.11788034887269,60.650919370546035,5856.0,41.0,23.0,30.0,23.0,3376.0,1.72,24.88,2379.52,3
240,42.5888785046729,70,17,82,-89.92731584299432,43.345359716544095,-77.10527729291653,94.68842319072581,1428.0,50.0,22.0,27.0,16.0,3369.0,3.51,31.19,2373.26,4
241,43.355233644859815,89,18,55,-60.48773573480983,-172.4051356300438,-77.10527729291653,94.68842319072581,3621.0,50.0,22.0,27.0,16.0,3369.0,2.36,38.68,2378.1,4
242,30.018071551090415,69,14,33,33.71586278260635,44.617957273312555,69.11788034887269,60.650919370546035,4061.0,41.0,23.0,30.0,23.0,3376.0,0.74,35.94,2381.86,3
243,37.529173553719,25,12,60,9.67979869160915,-60.21479306367421,63.24689495353044,-87.86374550916128,6348.0,56.0,15.0,23.0,23.0,3371.0,1.3,12.26,2371.34,5
244,38.02504132231404,80,10,97,59.81349558660031,166.46298381688064,63.24689495353044,-87.86374550916128,4971.0,56.0,15.0,23.0,23.0,3371.0,2.11,32.7,2378.38,5
245,30.23235726537613,78,19,56,83.49236330694447,-124.610121234799,69.11788034887269,60.650919370546035,3043.0,41.0,23.0,30.0,23.0,3376.0,1.25,41.58,2383.25,3
246,43.869252336448604,64,17,50,4.871488825153776,164.17967262125143,-77.10527729291653,94.68842319072581,10038.0,50.0,22.0,27.0,16.0,3369.0,2.14,28.91,2380.54,4
247,44.33654205607477,92,15,73,-62.604853344396105,17.739453082889867,-77.10527729291653,94.68842319072581,3035.0,50.0,22.0,27.0,16.0,3369.0,3.13,39.01,2377.88,4
248,45.01878504672897,11,12,39,-68.74942290410398,-62.6509125976397,-77.10527729291653,94.68842319072581,3725.0,50.0,22.0,27.0,16.0,3369.0,1.67,7.42,2365.49,4
249,45.383271028037385,12,17,50,-57.668640353213036,-68.10010733143687,-77.10527729291653,94.68842319072581,4980.0,50.0,22.0,27.0,16.0,3369.0,2.14,9.15,2367.58,4
250,38.82669421487602,68,18,77,-38.14096836749849,-128.65473710188016,63.24689495353044,-87.86374550916128,11838.0,56.0,15.0,23.0,23.0,3371.0,1.67,29.98,2384.03,5
251,30.595993629012494,19,14,24,5.055903366742626,-124.51057080951747,69.11788034887269,60.650919370546035,11757.0,41.0,23.0,30.0,23.0,3376.0,0.54,12.94,2380.3,3
252,30.75183778485665,40,18,92,70.10958804575145,-80.8957334214568,69.11788034887269,60.650919370546035,4270.0,41.0,23.0,30.0,23.0,3376.0,2.06,23.8,2377.61,3
253,39.463057851239654,60,20,95,83.05321642485242,-160.87914355726306,63.24689495353044,-87.86374550916128,2839.0,56.0,15.0,23.0,23.0,3371.0,2.07,27.4,2374.12,5
254,31.349240382259246,38,18,82,-2.2543731074899824,-13.590791731457188,69.11788034887269,60.650919370546035,9625.0,41.0,23.0,30.0,23.0,3376.0,1.84,22.88,2382.53,3
255,40.248181818181806,77,11,96,-3.1365460150570357,-112.52735505891042,63.24689495353044,-87.86374550916128,7663.0,56.0,15.0,23.0,23.0,3371.0,2.09,31.79,2380.71,5
256,31.88170791472678,39,13,86,78.61448979424404,-151.59682574386173,69.11788034887269,60.650919370546035,3456.0,41.0,23.0,30.0,23.0,3376.0,1.93,21.84,2375.97,3
257,0.6030188679245283,76,13,13,27.716292258351203,29.73134999326814,69.11788034887269,60.650919370546035,5020.0,41.0,23.0,30.0,23.0,3376.0,0.41,38.86,2383.89,3
258,45.85056074766355,70,15,92,-57.92008582788662,-37.07811543532472,-77.10527729291653,94.68842319072581,4633.0,50.0,22.0,27.0,16.0,3369.0,3.94,30.65,2376.38,4
259,41.04157024793387,27,15,13,-12.133628964212903,-84.77729687009362,63.24689495353044,-87.86374550916128,8386.0,56.0,15.0,23.0,23.0,3371.0,0.28,13.71,2373.65,5
260,46.7103738317757,15,13,97,-24.176946774689995,-13.77469854689437,-77.10527729291653,94.68842319072581,7832.0,50.0,22.0,27.0,16.0,3369.0,4.16,9.21,2371.06,4
261,47.61691588785047,52,18,21,-70.45658919923558,19.135228353177013,-77.10527729291653,94.68842319072581,2269.0,50.0,22.0,27.0,16.0,3369.0,0.9,24.62,2370.69,4
262,41.15157024793387,73,10,62,64.03819675612328,-78.07112497571592,63.24689495353044,-87.86374550916128,490.0,56.0,15.0,23.0,23.0,3371.0,1.35,30.04,2372.61,5
263,47.81317757009346,43,12,95,-75.19328953984622,33.688150425125656,-77.10527729291653,94.68842319072581,1562.0,50.0,22.0,27.0,16.0,3369.0,4.07,19.58,2368.92,4
264,0.7256603773584905,96,13,20,-55.506683110315414,154.67409971674078,69.11788034887269,60.650919370546035,15750.0,41.0,23.0,30.0,23.0,3376.0,0.63,48.06,2398.36,3
265,32.44014947316834,59,17,87,-31.629219682522546,-6.926983047427541,69.11788034887269,60.650919370546035,12451.0,41.0,23.0,30.0,23.0,3376.0,1.95,32.24,2389.13,3
266,33.005084538103404,25,14,15,82.3368739431219,133.62000909344948,69.11788034887269,60.650919370546035,2220.0,41.0,23.0,30.0,23.0,3376.0,0.34,15.7,2371.8,3
267,41.66396694214875,13,10,88,28.023695448912747,158.03251510362338,63.24689495353044,-87.86374550916128,8349.0,56.0,15.0,23.0,23.0,3371.0,1.91,7.24,2371.52,5
268,33.1150845381034,48,14,52,5.4892732774384285,10.20814463233043,69.11788034887269,60.650919370546035,7963.0,41.0,23.0,30.0,23.0,3376.0,1.16,26.28,2382.02,3
269,33.45274687576574,48,16,92,-4.235019267256121,42.89607416349082,69.11788034887269,60.650919370546035,8268.0,41.0,23.0,30.0,23.0,3376.0,2.06,26.88,2382.84,3
270,42.39123966942147,36,20,16,12.255973707136235,-106.28849725483406,63.24689495353044,-87.86374550916128,5852.0,56.0,15.0,23.0,23.0,3371.0,0.35,18.28,2372.97,5
271,48.701028037383175,24,11,53,-36.469747247998086,4.4827287558828175,-77.10527729291653,94.68842319072581,6075.0,50.0,22.0,27.0,16.0,3369.0,2.27,12.09,2369.89,4
272,42.523471074380154,86,12,60,-1.498815334945661,134.64189469127433,63.24689495353044,-87.86374550916128,12320.0,56.0,15.0,23.0,23.0,3371.0,1.3,35.44,2386.59,5
273,49.19635514018691,31,11,73,-82.1164421566183,-98.49457506636386,-77.10527729291653,94.68842319072581,2295.0,50.0,22.0,27.0,16.0,3369.0,3.13,14.75,2367.43,4
274,34.05014947316834,36,15,90,41.24486634310901,72.76460330968436,69.11788034887269,60.650919370546035,3179.0,41.0,23.0,30.0,23.0,3376.0,2.01,21.06,2375.41,3
275,43.019338842975195,13,16,67,72.46504511058924,141.306624476072,63.24689495353044,-87.86374550916128,4479.0,56.0,15.0,23.0,23.0,3371.0,1.46,8.62,2368.07,5
276,49.87859813084111,22,15,86,-40.64120070715744,26.165341706317832,-77.10527729291653,94.68842319072581,5095.0,50.0,22.0,27.0,16.0,3369.0,3.69,12.41,2369.47,4
277,43.57305785123966,49,14,74,-6.277139830827878,-168.06561944874016,63.24689495353044,-87.86374550916128,10144.0,56.0,15.0,23.0,23.0,3371.0,1.61,21.84,2379.06,5
278,44.184628099173544,27,11,84,-32.46206892317324,-102.6492021614619,63.24689495353044,-87.86374550916128,10722.0,56.0,15.0,23.0,23.0,3371.0,1.83,12.79,2376.09,5
279,34.63456505758393,35,16,24,7.550791110061567,1.221623338094588,69.11788034887269,60.650919370546035,8049.0,41.0,23.0,30.0,23.0,3376.0,0.54,20.9,2379.77,3
280,34.790409213428084,43,13,59,24.029508941067036,-67.66196411843319,69.11788034887269,60.650919370546035,8863.0,41.0,23.0,30.0,23.0,3376.0,1.32,23.68,2381.93,3
