Cloudlet ID,STATUS,Data centerID,VM ID,Tim,Start Time,Finish Time
580,SUCCESS,4,5,0.17,22.45,22.62
465,SUCCESS,5,8,0.64,22.32,22.96
353,SUCCESS,5,9,0.75,22.21,22.96
588,SUCCESS,4,5,0.55,22.62,23.17
478,SUCCESS,5,8,0.27,22.96,23.24
369,SUCCESS,5,9,0.56,22.96,23.52
600,SUCCESS,4,5,0.43,23.17,23.6
488,SUCCESS,5,8,0.4,23.24,23.64
496,SUCCESS,5,8,0.24,23.64,23.88
381,SUCCESS,5,9,0.86,23.52,24.38
500,SUCCESS,5,8,0.61,23.88,24.49
395,SUCCESS,5,9,0.64,24.38,25.03
511,SUCCESS,5,8,0.64,24.49,25.14
405,SUCCESS,5,9,0.47,25.03,25.5
527,SUCCESS,5,8,0.7,25.14,25.84
414,SUCCESS,5,9,0.45,25.5,25.95
541,SUCCESS,5,8,0.32,25.84,26.16
546,SUCCESS,5,8,0.58,26.16,26.74
423,SUCCESS,5,9,0.9,25.95,26.85
560,SUCCESS,5,8,0.37,26.74,27.11
436,SUCCESS,5,9,0.37,26.85,27.22
442,SUCCESS,5,9,0.23,27.22,27.45
445,SUCCESS,5,9,0.27,27.45,27.72
571,SUCCESS,5,8,0.72,27.11,27.83
450,SUCCESS,5,9,0.22,27.72,27.94
586,SUCCESS,5,8,0.59,27.83,28.42
455,SUCCESS,5,9,0.94,27.94,28.87
597,SUCCESS,5,8,0.57,28.42,28.98
474,SUCCESS,5,9,0.22,28.87,29.09
476,SUCCESS,5,9,0.44,29.09,29.53
486,SUCCESS,5,9,0.46,29.53,29.99
493,SUCCESS,5,9,0.3,29.99,30.28
497,SUCCESS,5,9,0.56,30.28,30.85
509,SUCCESS,5,9,0.42,30.85,31.27
515,SUCCESS,5,9,0.24,31.27,31.5
523,SUCCESS,5,9,0.56,31.5,32.07
531,SUCCESS,5,9,0.81,32.07,32.88
543,SUCCESS,5,9,0.55,32.88,33.43
549,SUCCESS,5,9,0.11,33.43,33.54
553,SUCCESS,5,9,0.45,33.54,33.99
557,SUCCESS,5,9,0.43,33.99,34.41
569,SUCCESS,5,9,0.19,34.41,34.6
576,SUCCESS,5,9,0.38,34.6,34.99
579,SUCCESS,5,9,0.57,34.99,35.56
593,SUCCESS,5,9,0.72,35.56,36.28
